Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;4937;4499;5375;100;30;30;0;0;100;1;4244;693;313;218;80;82;77;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;749;637;861;100;30;30;0;1;99,9;3;714;35;28;5;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;0;0;0;100;30;30;0;0;-;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;5686;5137;6235;100;30;30;0;1;100;Totalt i retning Tromsøya;4957;728;341;223;81;83;78;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;5686;5137;6235;100;30;30;0;0;100;Totalt;4958;728;341;223;81;83;78;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;4736;4299;5173;100;31;31;0;1;100;1;4105;630;283;194;75;78;74;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;701;585;817;100;31;31;0;0;100;3;667;34;28;4;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;1;-1;3;100;31;31;0;1;0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;5435;4884;5986;100;31;31;0;0;100;Totalt i retning Tromsøya;4772;662;310;198;76;78;74;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;5437;4886;5988;100;31;31;0;1;100;Totalt;4773;663;311;198;76;78;74;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;4807;4367;5247;100;30;30;0;0;100;1;4189;618;284;179;78;77;72;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;715;609;821;100;30;30;0;0;100;3;683;33;28;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;0;0;0;100;30;30;0;0;-;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;5522;4977;6067;100;30;30;0;0;100;Totalt i retning Tromsøya;4871;651;312;182;80;77;72;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;5523;4978;6068;100;30;30;0;1;100;Totalt;4871;651;312;182;80;77;72;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;4383;3922;4844;100;31;31;0;1;100;1;3905;477;233;120;66;58;54;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;577;471;683;100;31;31;0;0;100;3;551;26;21;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;1;0;2;100;31;31;0;1;0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;4960;4397;5523;100;31;31;0;1;100;Totalt i retning Tromsøya;4456;504;255;124;67;58;54;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;4960;4397;5523;100;31;31;0;1;100;Totalt;4456;504;255;124;67;58;54;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4195;3815;4575;100;31;31;0;1;100;1;3664;529;249;139;77;65;60;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;543;456;630;100;31;31;0;0;100;3;516;26;21;4;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;1;0;2;100;31;31;0;1;0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4736;4273;5199;100;31;31;0;0;100;Totalt i retning Tromsøya;4181;555;270;142;78;65;60;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4738;4275;5201;100;31;31;0;2;100;Totalt;4181;556;270;143;78;65;60;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4219;3856;4582;100;28;28;0;0;100;1;3679;540;252;144;78;65;61;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;561;475;647;100;28;28;0;1;99,8;3;534;26;20;4;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;0;0;0;100;28;28;0;0;-;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4780;4336;5224;100;28;28;0;1;100;Totalt i retning Tromsøya;4213;566;272;149;80;65;61;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4780;4336;5224;100;28;28;0;1;100;Totalt;4213;566;272;149;80;65;61;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;4370;4019;4721;100;31;31;0;0;100;1;3817;553;259;145;82;66;61;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;562;483;641;100;31;31;0;1;99,8;3;533;28;21;5;1;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;0;0;0;100;31;31;0;0;-;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;4931;4513;5349;100;31;31;0;0;100;Totalt i retning Tromsøya;4350;581;281;150;84;67;62;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;4932;4514;5350;100;31;31;0;1;100;Totalt;4350;581;281;150;84;67;62;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;3866;3363;4369;100;30;30;0;0;100;1;3410;455;218;122;62;53;49;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;460;363;557;100;30;30;0;1;99,8;3;438;21;18;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;0;-1;1;100;30;30;0;0;-;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;4326;3727;4925;100;30;30;0;1;100;Totalt i retning Tromsøya;3848;476;235;124;63;54;50;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;4326;3727;4925;100;30;30;0;1;100;Totalt;3849;476;235;125;63;54;50;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;676;541;811;100;31;31;0;0;100;1;624;52;44;7;1;1;1;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;4510;4018;5002;100;31;31;0;1;100;3;4123;387;138;119;67;63;58;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;0;0;0;100;31;31;0;0;-;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;5185;4560;5810;100;31;31;0;0;100;Totalt i retning Tomasjord;4746;439;181;125;68;64;59;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;5185;4559;5811;100;31;31;0;0;100;Totalt;4747;439;181;125;68;64;59;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;751;614;888;100;28;28;0;0;100;1;692;58;48;9;1;1;1;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;4762;4273;5251;100;28;28;0;1;100;3;4316;445;160;137;73;75;70;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;1;0;2;96,4;28;27;1;1;0;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;5512;4896;6128;100;28;28;0;0;100;Totalt i retning Tomasjord;5008;504;208;146;74;76;71;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;5513;4897;6129;100;28;28;0;1;100;Totalt;5008;504;208;146;74;76;71;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;705;580;830;100;31;31;0;1;99,9;1;650;54;46;7;1;1;1;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;4804;4348;5260;100;31;31;0;0;100;3;4353;451;158;139;76;78;73;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;1;0;2;100;31;31;0;0;100;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;5508;4930;6086;100;31;31;0;1;100;Totalt i retning Tomasjord;5002;505;204;146;77;78;73;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;5509;4931;6087;100;31;31;0;1;100;Totalt;5003;506;204;147;77;78;73;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;658;516;800;100;30;30;0;0;100;1;609;50;43;6;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;4666;4087;5245;100;30;30;0;0;100;3;4241;425;143;144;72;66;61;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;0;0;0;100;30;30;0;0;-;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;5324;4605;6043;100;30;30;0;0;100;Totalt i retning Tomasjord;4849;475;186;150;72;66;61;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;5324;4605;6043;100;30;30;0;0;100;Totalt;4849;475;186;150;72;66;61;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;714;545;883;100;31;31;0;0;100;1;656;58;44;13;1;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;4739;4142;5336;100;31;31;0;1;100;3;4276;463;154;173;66;69;64;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;2;0;4;100;31;31;0;0;100;Totalt i retning Tromsøya;0;2;0;1;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;5451;4690;6212;100;31;31;0;0;100;Totalt i retning Tomasjord;4931;519;198;185;67;69;64;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;5453;4692;6214;100;31;31;0;1;100;Totalt;4931;521;198;186;67;69;64;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;1326;830;1822;100;30;30;0;0;100;1;1176;150;91;43;4;11;10;1
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;4994;4388;5600;100;30;30;0;0;100;3;4470;524;170;211;69;74;68;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;0;-1;1;100;30;30;0;0;-;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;6320;5672;6968;100;30;30;0;1;100;Totalt i retning Tomasjord;5645;674;262;255;73;84;78;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;6320;5672;6968;100;30;30;0;0;100;Totalt;5645;674;262;255;73;84;78;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;477;384;570;100;31;31;0;0;100;1;435;42;32;9;1;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;4023;3650;4396;100;31;31;0;0;100;3;3590;433;138;179;50;66;60;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;0;0;0;100;31;31;0;0;-;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;4500;4037;4963;100;31;31;0;0;100;Totalt i retning Tomasjord;4025;475;169;188;51;66;60;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;4500;4037;4963;100;31;31;0;0;100;Totalt;4025;475;169;188;51;66;60;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;717;582;852;100;31;31;0;0;100;1;659;58;45;12;1;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;4884;4395;5373;100;31;31;0;0;100;3;4370;515;176;202;61;76;71;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;0;0;0;100;31;31;0;0;-;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;5602;4980;6224;100;31;31;0;0;100;Totalt i retning Tomasjord;5029;572;220;214;62;76;71;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;5602;4980;6224;100;31;31;0;0;100;Totalt;5029;572;220;214;62;76;71;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;846;702;990;100;30;30;0;0;100;1;776;70;58;11;1;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;5262;4765;5759;100;30;30;0;0;100;3;4693;569;182;218;85;85;79;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;0;0;0;100;30;30;0;0;-;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;6107;5467;6747;100;30;30;0;0;100;Totalt i retning Tomasjord;5468;639;240;229;86;85;79;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;6108;5468;6748;100;30;30;0;1;100;Totalt;5468;639;240;229;86;85;79;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;784;643;925;100;31;31;0;1;99,9;1;718;65;53;11;1;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;4908;4423;5393;100;31;31;0;0;100;3;4412;495;164;183;75;75;70;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;3;1;5;100;31;31;0;0;100;Totalt i retning Tromsøya;0;2;1;2;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;5690;5066;6314;100;31;31;0;1;100;Totalt i retning Tomasjord;5130;558;216;192;76;75;70;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;5693;5069;6317;100;31;31;0;2;100;Totalt;5131;560;216;194;76;75;70;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;761;617;905;90;30;27;3;0;100;1;706;56;47;8;0;1;1;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;4847;4349;5345;90;30;27;3;0;100;3;4379;468;155;155;76;82;77;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;2;-2;6;90;30;27;3;0;100;Totalt i retning Tromsøya;2;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;5607;4969;6245;90;30;27;3;0;100;Totalt i retning Tomasjord;5083;524;202;163;76;83;78;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;5609;4971;6247;90;30;27;3;1;100;Totalt;5084;524;202;163;76;83;78;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;938;571;1305;100;31;31;0;0;100;1;847;90;61;18;4;7;7;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;4383;3876;4890;100;31;31;0;0;100;3;4013;370;130;110;68;62;58;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;0;0;0;100;31;31;0;0;-;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;5321;4685;5957;100;31;31;0;0;100;Totalt i retning Tomasjord;4860;460;191;128;72;69;65;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;5321;4685;5957;100;31;31;0;0;100;Totalt;4860;460;191;128;72;69;65;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;654;531;777;100;31;31;0;1;99,8;1;607;46;39;6;1;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4411;3955;4867;100;31;31;0;1;100;3;3986;423;150;128;73;73;69;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;2;1;3;100;31;31;0;1;50;Totalt i retning Tromsøya;1;1;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;5063;4487;5639;100;31;31;0;1;100;Totalt i retning Tomasjord;4593;469;188;134;73;74;70;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;5064;4488;5640;100;31;31;0;1;100;Totalt;4593;470;189;134;73;74;70;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;899;574;1224;100;28;28;0;0;100;1;830;69;52;11;3;4;4;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;4740;4196;5284;100;28;28;0;1;100;3;4292;447;151;135;82;80;75;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;0;0;0;100;28;28;0;0;-;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5638;5063;6213;100;28;28;0;0;100;Totalt i retning Tomasjord;5122;516;203;146;84;83;78;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5639;5064;6214;100;28;28;0;1;100;Totalt;5122;516;203;146;84;83;78;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;775;644;906;100;31;31;0;1;99,9;1;720;54;44;8;1;1;1;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;4937;4507;5367;100;31;31;0;1;100;3;4464;472;163;139;85;85;80;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;1;0;2;100;31;31;0;0;100;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5711;5156;6266;100;31;31;0;1;100;Totalt i retning Tomasjord;5184;526;207;147;87;86;81;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5711;5155;6267;100;31;31;0;0;100;Totalt;5184;526;207;147;87;86;81;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;662;494;830;100;30;30;0;0;100;1;617;45;37;6;1;1;1;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;4468;3894;5042;100;30;30;0;0;100;3;4052;415;139;128;74;74;69;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;0;0;0;100;30;30;0;0;-;Totalt i retning Tromsøya;0;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5130;4412;5848;100;30;30;0;0;100;Totalt i retning Tomasjord;4669;460;175;134;76;75;70;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5130;4412;5848;100;30;30;0;0;100;Totalt;4669;460;175;134;76;75;70;5
